genre,price,release_date,rating,publisher
Simulation,24.19,2011-05-24,6.4,Microsoft
Strategy,50.02,2024-06-20,9.4,Sony
Action,48.88,2019-06-02,8.0,Ubisoft
Simulation,36.71,2020-10-03,2.4,EA
Simulation,22.41,2024-10-25,2.6,Valve
Action,15.32,2023-07-16,1.9,Valve
Strategy,6.35,2012-07-05,7.6,Nintendo
Adventure,21.29,2018-01-24,7.4,Sony
Simulation,24.79,2012-03-09,9.9,Ubisoft
Action,40.55,2023-08-12,5.7,Sony
RPG,39.49,2014-10-27,8.4,EA
Action,4.21,2016-05-22,6.2,Nintendo
RPG,23.72,2018-12-20,8.9,Ubisoft
Strategy,10.91,2012-03-29,7.5,Sony
Adventure,9.41,2015-12-09,6.8,Ubisoft
Action,49.64,2023-10-20,6.1,EA
Sports,2.51,2020-03-24,7.5,Nintendo
Simulation,25.15,2018-05-24,4.8,Ubisoft
Strategy,10.09,2018-12-04,1.9,EA
Action,52.76,2012-06-25,1.4,Valve
Simulation,33.42,2021-04-01,5.3,Ubisoft
Action,13.88,2011-08-26,6.4,Nintendo
RPG,30.15,2021-10-05,1.7,Indie Studio
Action,43.89,2017-03-18,3.6,Microsoft
Sports,57.49,2014-11-27,3.9,Microsoft
Action,13.23,2019-08-29,6.1,Ubisoft
Action,53.17,2022-06-10,3.5,Ubisoft
Sports,56.06,2014-12-17,1.9,EA
Strategy,54.99,2020-09-16,2.5,Sony
Action,38.12,2012-04-20,2.6,Microsoft
Sports,37.79,2018-08-09,8.6,Sony
Simulation,24.19,2022-10-30,3.6,Microsoft
RPG,45.14,2024-05-16,7.4,Ubisoft
RPG,31.88,2015-09-22,6.1,Nintendo
Action,40.65,2022-08-21,9.8,Nintendo
Strategy,25.71,2012-11-02,3.5,Indie Studio
Strategy,43.89,2011-12-26,2.4,Microsoft
Simulation,49.47,2012-09-14,1.5,Microsoft
Action,8.79,2012-03-13,3.2,EA
RPG,49.98,2017-01-26,7.2,Ubisoft
Strategy,32.42,2020-07-04,1.8,Ubisoft
Action,50.68,2011-06-11,3.2,Indie Studio
Strategy,25.88,2014-07-24,8.7,Sony
Sports,22.74,2013-02-12,6.2,EA
Strategy,54.9,2011-04-05,1.6,Valve
RPG,15.07,2016-12-27,1.4,Nintendo
Adventure,50.65,2023-10-07,1.6,Nintendo
Simulation,29.04,2022-02-07,9.5,Ubisoft
Simulation,30.85,2022-10-19,8.6,Indie Studio
RPG,18.51,2017-09-09,8.6,EA
Strategy,34.38,2017-12-08,9.3,Valve
Action,19.51,2018-11-18,5.5,Nintendo
Strategy,2.36,2021-02-20,3.2,EA
RPG,16.32,2016-05-20,4.6,Valve
Simulation,0.38,2022-07-07,7.5,Microsoft
Strategy,58.7,2024-03-01,8.9,Ubisoft
Simulation,57.94,2020-02-03,4.9,Sony
Action,23.71,2011-09-24,5.8,Nintendo
Simulation,43.7,2023-02-20,9.4,Nintendo
Simulation,20.75,2016-09-22,2.0,Valve
Adventure,40.27,2012-09-08,8.8,Sony
Adventure,48.33,2024-11-06,2.4,Microsoft
Sports,56.81,2022-09-29,5.4,EA
Adventure,24.01,2021-10-27,3.0,Ubisoft
Simulation,47.0,2014-04-06,6.4,EA
RPG,15.96,2016-01-15,6.0,Valve
Simulation,59.42,2022-03-02,4.4,Nintendo
RPG,1.55,2024-06-14,8.8,Microsoft
RPG,36.21,2023-08-25,6.9,Nintendo
Adventure,39.57,2020-10-30,7.5,EA
Strategy,41.28,2012-07-10,2.4,Microsoft
Action,7.22,2024-08-29,8.9,Indie Studio
Adventure,56.31,2011-02-09,2.5,Ubisoft
Adventure,10.87,2024-09-20,3.0,Valve
Strategy,37.37,2023-01-25,2.2,Ubisoft
Action,13.36,2022-10-29,5.0,Valve
Simulation,18.43,2014-06-09,9.0,Ubisoft
Sports,32.79,2018-01-31,3.3,Indie Studio
Sports,25.03,2018-07-16,4.4,EA
Simulation,9.61,2014-05-14,8.6,Sony
Adventure,10.26,2011-07-20,6.6,Microsoft
Action,25.09,2023-02-21,7.8,Valve
Adventure,45.44,2017-11-08,2.9,EA
RPG,53.88,2012-05-07,7.4,Nintendo
Adventure,5.05,2013-07-08,3.0,Nintendo
Adventure,23.59,2011-08-08,9.9,Ubisoft
Simulation,6.01,2021-11-06,6.0,Nintendo
Simulation,1.0,2013-05-30,7.3,Sony
Simulation,39.7,2010-02-21,2.1,Valve
Sports,36.15,2015-12-04,3.3,Ubisoft
RPG,9.78,2011-06-22,2.3,Valve
Simulation,14.03,2011-06-25,4.5,Valve
Action,1.42,2024-01-26,3.6,Indie Studio
Sports,50.1,2012-03-25,7.6,EA
Strategy,58.48,2013-11-16,2.0,Nintendo
Action,8.13,2017-10-09,7.8,Microsoft
Action,13.89,2014-07-11,1.4,Valve
Simulation,52.1,2017-04-19,2.8,Sony
Strategy,55.59,2022-05-12,8.1,Indie Studio
Strategy,25.18,2021-02-14,7.7,Sony
Sports,3.04,2016-06-14,5.3,Microsoft
Strategy,2.36,2020-06-07,1.4,Nintendo
RPG,34.44,2012-05-13,6.5,Nintendo
Simulation,23.57,2010-07-05,4.7,Ubisoft
Strategy,1.72,2021-12-05,3.8,Ubisoft
Sports,35.0,2014-04-01,6.8,Ubisoft
RPG,0.68,2024-10-06,4.9,Nintendo
Adventure,47.24,2016-01-17,1.8,Valve
Adventure,18.39,2012-02-01,9.2,EA
RPG,2.42,2021-10-29,8.0,Microsoft
Sports,35.3,2013-07-03,1.5,Indie Studio
RPG,23.86,2021-09-15,5.7,Microsoft
Simulation,58.43,2022-12-11,1.8,Microsoft
Simulation,32.65,2020-02-12,8.5,Ubisoft
Adventure,16.51,2018-12-26,6.5,EA
Strategy,42.57,2014-03-17,2.6,Sony
Sports,16.29,2018-08-31,1.2,Nintendo
Adventure,54.25,2017-08-02,1.3,Sony
Strategy,22.48,2015-05-18,5.6,Ubisoft
Strategy,32.99,2020-07-12,7.6,Valve
Simulation,3.03,2019-05-29,2.1,Indie Studio
Action,25.57,2022-11-24,3.0,Indie Studio
Action,49.94,2011-07-16,3.9,Ubisoft
RPG,48.34,2016-08-18,3.0,EA
Simulation,13.46,2022-12-01,4.5,Indie Studio
Strategy,13.56,2015-11-06,6.0,Ubisoft
Sports,49.04,2023-12-28,7.2,Microsoft
Action,55.82,2015-08-24,9.7,Valve
Strategy,5.72,2015-12-21,9.4,Valve
Action,27.0,2015-05-15,6.1,Nintendo
Action,20.25,2020-08-15,7.6,Nintendo
Action,52.24,2024-02-10,9.6,Microsoft
Sports,5.01,2018-12-24,1.8,Valve
Simulation,12.67,2020-08-20,1.1,Microsoft
Sports,45.15,2018-12-15,1.3,Valve
Adventure,3.08,2022-11-01,6.1,EA
Strategy,29.55,2011-08-06,7.9,Ubisoft
Simulation,26.53,2014-06-02,4.3,Nintendo
Simulation,20.06,2013-01-06,5.9,EA
Simulation,23.67,2010-10-16,5.6,Indie Studio
Simulation,31.8,2020-07-26,1.9,Ubisoft
Sports,9.68,2018-05-19,3.9,Nintendo
Simulation,34.32,2018-01-05,1.2,Indie Studio
RPG,48.33,2021-03-26,2.0,Microsoft
Strategy,45.61,2013-03-29,8.3,Indie Studio
Simulation,9.23,2021-11-14,8.5,EA
Strategy,8.95,2013-12-17,8.2,Sony
RPG,16.09,2014-10-16,7.5,Indie Studio
RPG,21.66,2015-03-19,8.1,Sony
Strategy,24.51,2018-09-11,7.0,Nintendo
Action,40.78,2012-12-13,7.0,EA
Adventure,3.4,2016-07-05,7.0,Indie Studio
Action,2.08,2012-04-27,5.6,Ubisoft
Action,23.51,2024-10-21,4.3,Indie Studio
Sports,41.83,2017-11-16,7.6,Ubisoft
Action,11.61,2013-05-24,3.7,EA
Simulation,38.49,2013-08-25,5.9,Sony
Sports,15.59,2019-08-08,4.9,EA
Sports,53.17,2016-07-07,3.5,Sony
RPG,53.74,2023-02-13,9.8,Sony
Action,17.84,2021-04-15,3.3,Microsoft
RPG,13.8,2018-11-12,3.8,Microsoft
Strategy,24.68,2016-06-23,2.5,Ubisoft
Adventure,14.43,2016-08-09,8.4,Nintendo
Sports,40.34,2018-09-10,6.3,Valve
Strategy,49.56,2023-11-04,6.5,EA
Strategy,40.39,2011-01-08,8.4,Sony
Simulation,49.46,2015-05-04,4.1,EA
Adventure,23.82,2010-09-02,2.7,Nintendo
Strategy,9.38,2015-01-15,2.8,Nintendo
Strategy,44.28,2019-05-21,7.6,Valve
Adventure,21.63,2010-05-05,6.5,Indie Studio
Adventure,40.28,2022-09-07,2.9,Valve
Strategy,16.24,2017-07-16,2.3,Sony
Adventure,4.87,2015-04-04,2.1,Microsoft
Strategy,59.55,2014-06-24,6.7,Indie Studio
Strategy,9.37,2013-11-26,1.0,Valve
Simulation,59.31,2014-03-21,1.2,Microsoft
Action,58.64,2011-06-15,4.5,Indie Studio
Strategy,47.63,2021-11-28,7.2,Microsoft
RPG,39.57,2018-07-01,7.3,Sony
Sports,34.67,2023-01-09,4.9,Ubisoft
Action,51.97,2014-12-07,7.2,Microsoft
Action,17.37,2024-02-13,5.7,Sony
Action,28.06,2024-12-14,9.8,Valve
Simulation,37.16,2012-11-02,2.5,EA
Strategy,24.67,2024-07-08,6.4,Valve
Simulation,25.65,2020-03-17,5.4,Nintendo
Strategy,19.82,2020-12-25,2.8,Valve
Simulation,33.85,2019-06-26,7.7,Ubisoft
Simulation,51.03,2013-02-16,3.5,Sony
Sports,12.09,2014-10-22,4.4,Microsoft
RPG,56.07,2023-04-03,4.4,Nintendo
Simulation,41.35,2014-06-18,3.2,Sony
Sports,49.4,2023-11-11,4.9,Sony
Adventure,33.37,2012-02-02,5.3,Microsoft
RPG,46.77,2023-05-22,7.7,Indie Studio
Simulation,0.97,2023-04-02,7.9,Valve
Action,49.1,2024-02-22,2.4,EA
Adventure,2.41,2020-11-01,6.3,Indie Studio
Adventure,53.39,2011-07-12,9.1,Nintendo
Sports,59.52,2022-08-27,2.0,Microsoft
Adventure,17.64,2012-04-19,5.3,Ubisoft
RPG,12.62,2010-01-03,7.8,Ubisoft
Simulation,45.92,2012-11-17,6.5,EA
Simulation,15.18,2013-11-05,1.9,EA
Action,51.93,2010-06-06,4.6,Valve
Sports,6.17,2015-04-22,5.6,Ubisoft
Action,7.56,2011-05-26,10.0,Nintendo
Adventure,58.75,2019-04-28,2.6,Microsoft
Action,40.43,2023-02-04,9.8,EA
RPG,50.81,2013-02-11,4.4,EA
Simulation,19.46,2020-09-19,2.8,EA
Adventure,40.59,2019-02-04,4.7,Microsoft
Action,35.65,2022-10-11,6.5,Nintendo
Sports,36.19,2011-12-16,2.9,Ubisoft
RPG,40.95,2024-11-17,3.6,Indie Studio
RPG,34.52,2016-04-05,8.7,Nintendo
Action,25.74,2017-04-08,10.0,Microsoft
Simulation,16.56,2012-09-17,3.9,Nintendo
Action,46.11,2022-02-16,2.3,Valve
Adventure,13.58,2015-12-01,8.1,Indie Studio
Action,41.54,2022-03-16,6.4,Microsoft
RPG,14.0,2015-11-15,1.9,Indie Studio
Action,37.52,2015-08-26,9.5,Indie Studio
Simulation,44.82,2017-02-16,1.7,EA
Sports,13.12,2015-06-01,6.6,Ubisoft
Strategy,3.6,2011-01-11,4.8,Indie Studio
Action,7.86,2012-01-12,6.0,Valve
Simulation,36.36,2022-04-13,2.9,Valve
Simulation,50.97,2017-04-21,7.2,Microsoft
Sports,2.7,2013-05-25,9.6,Sony
RPG,44.05,2019-07-03,5.1,EA
Simulation,20.48,2023-06-21,5.7,Ubisoft
Simulation,28.71,2016-06-25,3.2,Ubisoft
Simulation,55.73,2016-02-22,9.0,Ubisoft
Simulation,19.92,2019-09-20,9.7,Microsoft
Adventure,27.92,2011-02-22,8.1,EA
Adventure,0.82,2011-08-30,5.9,Indie Studio
RPG,4.9,2011-07-22,9.6,Indie Studio
Action,15.52,2011-06-28,2.4,Microsoft
Simulation,1.67,2012-06-02,5.3,Ubisoft
Sports,37.88,2023-02-20,5.8,Indie Studio
Action,25.58,2013-05-08,5.4,Nintendo
Sports,32.89,2017-12-03,8.2,Nintendo
Action,10.48,2015-08-31,7.0,EA
RPG,17.76,2020-02-27,2.1,Ubisoft
Simulation,39.83,2014-11-22,4.1,Microsoft
Simulation,57.92,2013-12-28,4.1,Sony
Strategy,3.03,2015-03-30,6.1,Sony
Sports,53.42,2010-03-19,3.6,Sony
Action,34.61,2019-11-23,2.1,Nintendo
Action,33.84,2013-08-01,6.9,Microsoft
Adventure,30.02,2011-10-10,8.7,Sony
Strategy,4.16,2015-12-28,9.4,Ubisoft
Adventure,5.39,2011-07-07,9.8,Ubisoft
Adventure,36.05,2023-12-12,8.0,Sony
Adventure,20.46,2010-10-09,2.3,Valve
Sports,55.04,2013-07-05,8.7,Sony
Sports,24.4,2015-01-21,4.6,Valve
RPG,8.6,2016-10-23,7.6,EA
RPG,42.88,2024-05-20,5.8,EA
Adventure,17.6,2017-08-25,8.5,Ubisoft
Strategy,31.53,2020-02-29,4.8,Microsoft
Action,41.87,2021-07-01,1.6,Nintendo
Sports,54.02,2023-04-24,6.0,Microsoft
Strategy,47.53,2017-08-08,2.5,Ubisoft
Simulation,40.58,2014-05-16,9.7,Ubisoft
Sports,40.78,2011-04-25,5.7,Microsoft
Sports,56.76,2019-01-26,6.0,Nintendo
RPG,17.75,2018-10-24,9.2,Ubisoft
Action,0.07,2015-05-18,6.6,Indie Studio
Action,16.32,2015-11-13,3.7,Indie Studio
Simulation,13.07,2020-09-03,3.7,Nintendo
Simulation,39.71,2015-09-04,5.5,Ubisoft
Sports,38.02,2013-07-19,8.8,Indie Studio
Adventure,35.61,2024-06-21,8.2,EA
RPG,0.97,2012-07-27,9.7,Valve
RPG,43.73,2012-02-01,1.6,Ubisoft
Sports,19.41,2023-01-02,3.4,Valve
Strategy,39.9,2014-07-28,1.7,Sony
Adventure,33.39,2020-07-29,7.8,Indie Studio
Sports,20.56,2017-05-09,2.3,Ubisoft
Adventure,8.07,2020-09-04,1.9,EA
Adventure,5.67,2015-04-16,6.1,Nintendo
Adventure,49.89,2020-10-14,4.7,EA
Sports,55.1,2013-01-31,7.4,Valve
RPG,38.99,2019-01-11,5.4,Nintendo
RPG,6.21,2022-10-15,4.8,EA
Adventure,24.12,2024-11-08,4.8,EA
Strategy,43.74,2024-09-17,8.8,EA
Action,46.79,2013-04-18,4.6,Microsoft
Sports,7.09,2021-04-28,4.0,Nintendo
Action,0.0,2020-04-30,4.0,EA
Strategy,42.73,2011-06-04,2.8,Indie Studio
Sports,21.4,2016-04-02,8.7,Indie Studio
Adventure,15.27,2022-06-25,2.3,EA
RPG,0.77,2024-08-22,9.2,Valve
Action,32.42,2011-04-28,3.6,EA
Simulation,51.07,2016-10-13,9.1,Indie Studio
Simulation,57.46,2018-06-21,8.1,EA
Strategy,33.94,2010-12-09,6.2,Sony
Adventure,30.87,2024-06-28,7.0,Nintendo
Action,5.1,2014-01-02,3.9,Sony
Adventure,32.93,2013-04-17,6.2,Microsoft
Action,22.8,2014-06-10,3.6,Valve
Strategy,36.43,2016-07-26,4.6,Sony
Strategy,23.32,2019-11-06,7.9,Microsoft
Simulation,14.42,2023-12-07,3.2,Ubisoft
Adventure,5.7,2019-09-06,8.5,Nintendo
Sports,18.9,2017-11-17,4.4,EA
Simulation,5.8,2016-07-18,5.8,Sony
Adventure,10.61,2019-03-06,9.5,Sony
Simulation,59.24,2017-12-23,7.1,EA
Sports,26.65,2013-04-04,6.8,EA
RPG,31.91,2016-05-29,7.4,Valve
RPG,52.42,2019-10-21,9.3,Sony
RPG,59.73,2014-05-23,3.2,Sony
RPG,34.96,2019-01-11,6.5,Indie Studio
Action,48.75,2024-06-25,4.6,Ubisoft
RPG,19.62,2011-08-21,1.1,Indie Studio
Sports,18.34,2011-10-07,2.1,Microsoft
Strategy,24.16,2022-06-10,3.9,Ubisoft
Strategy,40.35,2017-12-12,6.1,Indie Studio
Action,40.93,2012-02-03,8.9,Sony
RPG,18.91,2023-03-24,8.1,Ubisoft
RPG,7.99,2014-07-01,6.0,Sony
RPG,37.94,2016-04-16,1.7,Nintendo
Simulation,7.7,2022-11-10,3.6,Valve
Adventure,34.71,2015-12-13,4.3,Ubisoft
Simulation,41.61,2015-12-01,6.6,Sony
Adventure,42.04,2023-11-25,1.6,Ubisoft
RPG,45.21,2020-04-07,5.8,Microsoft
RPG,52.37,2018-01-01,9.1,Valve
Simulation,30.0,2011-08-03,7.3,Nintendo
Simulation,43.81,2020-06-01,8.2,EA
Adventure,37.15,2023-05-11,7.1,EA
Strategy,11.2,2016-06-26,2.9,Ubisoft
Adventure,1.54,2020-10-07,2.0,Sony
Simulation,17.07,2022-09-02,8.5,Microsoft
Sports,26.58,2019-03-15,7.3,Valve
Simulation,37.03,2022-11-21,6.2,Nintendo
Sports,51.0,2013-01-05,2.7,Nintendo
Action,11.77,2014-07-29,6.4,Indie Studio
Simulation,7.53,2016-01-30,1.3,Nintendo
Action,57.81,2023-08-11,2.1,EA
Strategy,6.48,2010-08-05,3.8,Valve
Adventure,28.71,2011-01-11,5.0,Indie Studio
Sports,35.13,2014-05-29,2.1,EA
Adventure,32.48,2021-03-30,2.1,Ubisoft
Action,5.16,2020-07-06,7.5,Nintendo
Sports,3.42,2018-01-18,6.1,Valve
Adventure,6.33,2021-02-14,5.8,Nintendo
Simulation,35.14,2014-06-02,5.1,EA
RPG,32.66,2020-01-28,9.8,EA
Action,14.02,2023-06-15,1.4,EA
Adventure,38.27,2013-07-20,2.6,Nintendo
Action,49.2,2020-12-10,6.8,Valve
Action,2.49,2023-02-08,2.2,Valve
Sports,29.89,2013-03-01,6.3,Ubisoft
Sports,41.36,2023-05-12,6.1,Nintendo
RPG,15.14,2016-06-24,9.7,Ubisoft
Simulation,18.47,2017-12-01,9.0,Microsoft
Action,36.82,2015-05-27,9.5,Ubisoft
Adventure,53.88,2012-02-24,2.0,Ubisoft
Strategy,48.6,2022-04-20,8.8,Ubisoft
Action,34.99,2012-12-17,2.2,EA
Action,43.81,2015-07-27,6.7,Microsoft
RPG,21.89,2014-06-03,7.5,Indie Studio
Simulation,38.46,2022-06-22,2.4,Ubisoft
Strategy,27.97,2016-08-13,6.7,Valve
Sports,11.4,2022-09-16,1.5,Ubisoft
Sports,42.1,2020-01-02,3.6,EA
Adventure,33.39,2011-05-12,9.3,Sony
Strategy,21.52,2011-05-20,2.5,Indie Studio
Sports,54.68,2019-04-10,1.6,Microsoft
Adventure,1.26,2024-03-16,5.0,Sony
Simulation,18.95,2016-01-18,8.7,Sony
Adventure,3.41,2023-03-07,1.7,Microsoft
Sports,45.99,2018-10-22,4.2,Nintendo
RPG,42.13,2020-01-15,9.1,Indie Studio
RPG,19.88,2013-11-09,2.1,Indie Studio
RPG,40.54,2021-12-13,3.8,Valve
Sports,23.76,2021-03-01,8.0,EA
RPG,45.38,2014-01-17,5.9,Microsoft
Strategy,27.25,2023-08-01,8.5,Sony
Simulation,24.74,2016-07-25,2.0,EA
Adventure,56.08,2010-04-20,9.3,EA
Adventure,15.05,2019-09-25,9.4,Nintendo
Sports,7.23,2011-10-12,2.4,Sony
RPG,35.07,2014-02-08,1.3,Ubisoft
RPG,58.16,2024-04-03,9.9,EA
Action,22.67,2011-08-19,5.3,Sony
Simulation,3.72,2012-09-05,6.1,Indie Studio
Strategy,20.36,2012-01-01,6.5,EA
Adventure,30.36,2010-02-26,8.1,Nintendo
Action,9.72,2016-02-22,8.3,Nintendo
Action,39.49,2014-08-29,2.7,Ubisoft
Sports,59.86,2013-07-10,3.1,Nintendo
Adventure,27.1,2010-04-22,8.9,Sony
Sports,21.28,2023-02-28,8.4,Microsoft
Strategy,24.04,2013-04-16,6.6,Nintendo
Action,6.91,2012-08-05,10.0,Microsoft
Action,53.0,2021-04-14,7.6,Ubisoft
Simulation,24.89,2012-01-28,2.9,Indie Studio
Strategy,23.24,2019-04-12,8.6,Valve
Action,39.58,2015-01-16,4.7,EA
Strategy,26.52,2019-09-06,1.3,EA
Adventure,38.89,2016-04-12,3.9,Sony
RPG,3.69,2013-01-09,7.9,Ubisoft
Action,48.82,2011-10-24,9.6,Ubisoft
Simulation,56.43,2012-06-27,3.5,Ubisoft
Adventure,38.93,2022-08-23,3.2,EA
Strategy,57.27,2015-01-31,6.1,Nintendo
Sports,9.09,2016-04-30,8.3,EA
Adventure,28.64,2012-02-29,7.7,EA
Action,36.11,2024-10-07,6.0,EA
Strategy,34.9,2010-06-21,6.7,Indie Studio
RPG,24.09,2021-12-09,3.2,Indie Studio
Adventure,20.29,2015-06-10,4.9,Nintendo
Action,7.61,2024-02-02,3.3,Valve
Simulation,23.5,2015-03-01,9.0,Sony
Sports,9.76,2011-04-21,2.0,Valve
Strategy,44.06,2012-11-15,7.1,Valve
Adventure,12.53,2021-04-22,3.3,EA
Adventure,3.51,2016-04-30,5.3,Valve
RPG,33.14,2013-03-07,3.7,EA
RPG,35.71,2012-03-26,3.9,EA
Simulation,52.31,2020-04-24,3.3,Sony
Sports,34.62,2018-01-01,7.8,Ubisoft
Simulation,20.73,2012-01-24,4.3,EA
Action,48.18,2022-10-06,7.5,Indie Studio
Action,32.42,2011-04-07,5.1,Valve
Simulation,4.76,2018-11-14,5.9,Sony
Sports,33.95,2017-05-26,5.9,Microsoft
Simulation,54.48,2010-03-22,9.8,Microsoft
Sports,23.78,2017-09-05,4.3,Microsoft
Sports,17.78,2012-05-19,2.9,Valve
Strategy,8.61,2024-02-22,9.2,Ubisoft
Sports,9.09,2022-11-08,2.6,Nintendo
RPG,25.97,2012-03-17,8.5,Ubisoft
Sports,35.74,2015-04-19,2.4,Sony
Sports,4.84,2024-02-29,6.9,Ubisoft
Sports,56.37,2011-12-05,2.4,Microsoft
Action,45.31,2016-11-28,9.3,Ubisoft
RPG,35.2,2017-03-24,6.1,Sony
RPG,49.71,2022-07-19,4.0,Sony
Simulation,4.81,2020-09-14,2.3,Microsoft
Strategy,28.61,2023-02-23,4.3,Indie Studio
Sports,37.81,2013-03-10,7.3,Valve
Adventure,49.72,2011-09-12,4.5,EA
Strategy,47.01,2018-05-25,3.2,Nintendo
Strategy,16.62,2023-05-05,6.2,Nintendo
RPG,56.45,2011-03-23,4.8,Microsoft
Strategy,7.46,2016-05-26,2.5,Indie Studio
Sports,52.51,2010-07-28,2.4,Nintendo
Sports,58.26,2016-09-26,7.4,Ubisoft
Action,10.63,2019-06-05,9.8,Sony
Sports,43.32,2017-06-04,3.1,Indie Studio
Sports,2.42,2016-05-26,8.0,Sony
RPG,24.33,2013-07-15,1.8,Microsoft
Sports,30.98,2016-01-08,4.4,Sony
Action,34.84,2024-09-18,5.6,EA
Adventure,56.16,2013-11-01,3.4,Sony
RPG,40.34,2023-07-22,5.8,Sony
Adventure,28.88,2024-12-30,8.9,Indie Studio
RPG,48.58,2017-04-09,9.5,Ubisoft
Simulation,57.03,2020-12-26,1.9,Valve
Strategy,1.32,2011-12-06,3.4,Nintendo
Simulation,58.95,2012-04-05,9.8,Ubisoft
Sports,5.17,2012-10-01,3.4,Ubisoft
Adventure,48.86,2019-06-23,7.2,Ubisoft
Sports,16.82,2011-01-12,3.3,Nintendo
Strategy,7.93,2012-08-30,4.2,Microsoft
RPG,26.39,2021-07-15,2.7,Ubisoft
Strategy,38.64,2018-06-04,8.7,Valve
Action,22.86,2011-03-20,8.9,Microsoft
Strategy,3.27,2012-01-25,3.7,Sony
Action,35.97,2019-11-14,8.4,Valve
Strategy,54.14,2022-12-19,4.2,Indie Studio
Action,22.99,2015-12-12,1.9,Microsoft
Adventure,12.98,2017-05-29,7.8,Sony
Sports,26.55,2024-10-10,6.4,Sony
Sports,2.9,2019-06-28,3.5,Ubisoft
Simulation,49.23,2017-06-04,3.3,Ubisoft
Sports,49.58,2016-08-04,9.8,Nintendo
RPG,35.28,2011-09-15,8.8,EA
Strategy,21.19,2014-09-20,8.3,Valve
Simulation,47.99,2019-02-05,2.2,Nintendo
RPG,33.28,2015-04-04,7.8,Nintendo
RPG,49.56,2012-07-07,2.9,Valve
Action,37.89,2024-06-05,9.8,Microsoft
Sports,47.06,2024-06-17,1.5,Indie Studio
Adventure,35.91,2021-07-17,4.2,Valve
Adventure,24.85,2011-08-05,4.9,Sony
Simulation,57.48,2024-06-22,8.4,Indie Studio
Adventure,32.47,2020-08-17,7.9,EA
Strategy,36.31,2014-08-14,4.4,Microsoft
Adventure,13.23,2020-09-14,6.1,Ubisoft
Simulation,37.54,2015-06-23,8.5,EA
Adventure,34.3,2017-06-04,1.2,EA
Strategy,11.09,2011-02-05,8.2,Ubisoft
Action,3.58,2019-12-28,9.5,EA
Simulation,36.26,2024-11-28,1.3,Microsoft
Action,45.82,2017-03-13,1.4,Microsoft
Action,31.4,2014-07-15,4.1,Microsoft
Action,13.61,2011-09-13,1.8,Nintendo
RPG,39.99,2010-09-04,5.3,Nintendo
Sports,4.81,2024-04-09,7.6,Microsoft
RPG,26.51,2019-02-22,6.1,Ubisoft
Sports,9.8,2018-03-30,2.8,Ubisoft
Action,11.07,2022-12-03,6.9,Valve
Simulation,12.14,2016-06-26,7.2,Valve
Sports,23.2,2020-12-08,9.4,Microsoft
Strategy,3.07,2015-01-14,2.3,Indie Studio
Strategy,23.87,2017-12-13,7.2,EA
Adventure,30.7,2022-01-13,9.2,EA
Sports,29.0,2022-04-26,5.5,Ubisoft
Simulation,22.97,2020-02-09,4.3,Indie Studio
RPG,50.35,2020-07-08,2.5,EA
Action,8.72,2021-11-27,8.8,Sony
Adventure,30.34,2013-10-24,4.5,Nintendo
Strategy,3.72,2020-04-08,9.3,EA
RPG,4.27,2021-08-26,8.6,EA
RPG,34.43,2018-03-28,4.4,Valve
Action,33.96,2021-10-10,6.2,Sony
Sports,52.68,2019-02-21,1.2,EA
Strategy,33.47,2024-05-24,3.4,Nintendo
Simulation,57.59,2019-08-16,7.4,EA
RPG,2.92,2023-07-25,7.1,Ubisoft
Action,5.88,2012-01-30,4.2,Sony
Simulation,2.64,2017-07-31,8.3,EA
Sports,11.12,2018-06-16,3.1,Indie Studio
Strategy,32.48,2015-10-17,5.2,Sony
Sports,38.73,2021-07-30,5.3,EA
RPG,2.74,2014-09-20,4.1,Nintendo
Simulation,56.76,2018-02-14,9.6,Nintendo
Simulation,50.53,2011-03-06,7.3,Sony
Simulation,17.8,2016-06-13,5.9,Microsoft
RPG,4.63,2024-06-29,5.6,Valve
RPG,10.19,2016-09-25,2.4,Valve
Sports,7.62,2021-06-24,4.3,Ubisoft
Adventure,7.4,2024-06-09,7.1,Microsoft
Sports,31.11,2014-09-15,9.3,Valve
Strategy,14.75,2013-06-19,8.3,Sony
Action,21.49,2024-11-06,3.7,Valve
Simulation,59.37,2013-08-01,4.9,Ubisoft
Adventure,41.06,2012-11-16,1.7,EA
Action,56.94,2019-07-06,1.9,Valve
Adventure,8.55,2016-02-28,5.2,Sony
Sports,22.93,2017-09-10,5.8,Sony
RPG,33.28,2017-12-31,3.4,Ubisoft
Simulation,4.61,2022-10-21,6.8,Indie Studio
Sports,0.25,2021-01-24,7.3,Ubisoft
Action,40.23,2016-08-14,3.7,Indie Studio
Action,38.51,2011-06-17,7.8,Nintendo
Action,24.65,2024-06-07,2.9,Nintendo
Action,29.38,2024-04-18,5.9,Nintendo
Action,24.93,2012-06-17,8.2,Indie Studio
Adventure,1.44,2017-04-08,5.8,EA
Sports,20.12,2014-01-09,9.2,Sony
Simulation,10.62,2017-12-30,1.5,Nintendo
RPG,5.91,2013-06-06,6.3,Sony
RPG,57.4,2012-02-09,6.1,Ubisoft
Sports,35.96,2012-04-13,6.9,EA
Sports,43.72,2016-01-19,8.5,Ubisoft
RPG,18.92,2022-09-24,7.5,Sony
RPG,23.59,2019-05-18,8.1,Microsoft
Adventure,14.22,2012-12-27,3.6,Indie Studio
